Game Title,HollowPoiint Videos,Sample Video URL,Sample Video Title,Steam URL,Steam App ID,Price (USD),Genres,Categories,Developer,Publisher,AAA / Indie,Steam Deck,Release Date,Review Count,Metacritic,Short Description,Platforms
the apartment,1,https://youtube.com/watch?v=428XmhEkzZc,the apartment,https://store.steampowered.com/app/752020,752020,$2.99,"Violent, Gore, Action, Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing",Shattered Mirror,Shattered Mirror,Indie,Unknown,"Jan 26, 2018",No reviews,,"The Apartment is a small psychological thriller. Interesting mix of first person detective adventure game, puzzle solving, psychological horror and FPS action, all tied together with dark and heavy st",Windows
This park is haunted,1,https://youtube.com/watch?v=Y31A703Lwik,This park is haunted..,,,,,,,,,,,,,,
WAIT.. she's crawling at me,1,https://youtube.com/watch?v=h-Ci9OVrO80,WAIT.. she's crawling at me!,,,,,,,,,,,,,,
NEW DYING LIGHT 2 GAMEPLAY,1,https://youtube.com/watch?v=MIRiRrLGkmw,NEW DYING LIGHT 2 GAMEPLAY..,,,,,,,,,,,,,,
The Horrors Lost Tape,1,https://youtube.com/watch?v=4ElebWAQ6vo,The Horrors Lost Tape..,,,,,,,,,,,,,,
these hidden police tapes are terrifying,1,https://youtube.com/watch?v=xIkR0UK3SCc,these hidden police tapes are terrifying | Maple County,,,,,,,,,,,,,,
GREAT.. a new psycological horror game,1,https://youtube.com/watch?v=III0_L1NBiE,GREAT.. a new psycological horror game,,,,,,,,,,,,,,
Alan Wake Remastered Ending,1,https://youtube.com/watch?v=sivCYD3YTcE,Alan Wake Remastered Ending - Part 6 - BIGGEST PLOT TWIST EVER..,,,,,,,,,,,,,,
House of Ashes Ending,1,https://youtube.com/watch?v=vDLml5tambY,House of Ashes Ending - Part 4 - IT ALL MAKES SENSE NOW..,,,,,,,,,,,,,,
working the nightshift at a MORGUE,1,https://youtube.com/watch?v=sieczJHSlGQ,working the nightshift at a MORGUE..,,,,,,,,,,,,,,
BRO.. im tired of screaming,1,https://youtube.com/watch?v=fYj5iyIizjA,BRO.. im tired of screaming - Project Nightmares - ENDING,,,,,,,,,,,,,,
KING OF HORROR,1,https://youtube.com/watch?v=EHN3poJRPxg,KING OF HORROR.. | Project Nightmares - Part 2,,,,,,,,,,,,,,
WHY DID YOU TELL ME TO PLAY THIS,1,https://youtube.com/watch?v=wn8XnDnTvvU,WHY DID YOU TELL ME TO PLAY THIS.. | Project Nightmares - Part 1,,,,,,,,,,,,,,
Investigating a psychiatric hospital,1,https://youtube.com/watch?v=ncQixVkRyd0,Investigating a psychiatric hospital..,,,,,,,,,,,,,,
THIS TOY WANTS TO KILL ME,1,https://youtube.com/watch?v=IjGex7SroCY,THIS TOY WANTS TO KILL ME | Poppy Playtime (Chapter 1),,,,,,,,,,,,,,
a new photorealistic horror game,1,https://youtube.com/watch?v=tXn3wXxeuQQ,a new photorealistic horror game..,,,,,,,,,,,,,,
Dead Island Riptide,1,https://youtube.com/watch?v=5eSjzjzTVzM,Dead Island Riptide - Part 2 - THE CLAWS,https://store.steampowered.com/app/383180,383180,$19.99,Action,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Stats, Family Sharing",Techland,Deep Silver,AAA,Verified,"May 31, 2016","5,921 reviews",,"Welcome to the zombie apocalypse experience of a lifetime – more beautiful than ever. Caught in an epic zombie outbreak on the tropical island of Banoi, your only thought is: Survive!","Windows, Linux"
I remember this dream,1,https://youtube.com/watch?v=EsGv3Rdw9ik,I remember this dream.,,,,,,,,,,,,,,
Mom died here,1,https://youtube.com/watch?v=42eX_WnQStE,Mom died here..,,,,,,,,,,,,,,
IM ACTUALLY BEING CHASED BY MAN EATING MONKEYS,1,https://youtube.com/watch?v=_bbLXfcKmj8,IM ACTUALLY BEING CHASED BY MAN EATING MONKEYS | Dark Deception,,,,,,,,,,,,,,
OKAY..this games is disturbing,1,https://youtube.com/watch?v=KoQA4b_y04E,OKAY..this games is disturbing,,,,,,,,,,,,,,
Dead Island Riptide: 8 YEARS LATER,1,https://youtube.com/watch?v=l9D0Bo5c2EY,Dead Island Riptide: 8 YEARS LATER..,,,,,,,,,,,,,,
Why did they make this game,1,https://youtube.com/watch?v=ntkf_ODvvnc,Why did they make this game..,,,,,,,,,,,,,,
BRO.. McDonalds has a horror game,1,https://youtube.com/watch?v=f49lpVHz8tY,BRO.. McDonalds has a horror game,,,,,,,,,,,,,,
NEVER move in with a roomate,1,https://youtube.com/watch?v=iTF8jQ_Xu5U,NEVER move in with a roomate..,,,,,,,,,,,,,,
Nah.. she tweakin,1,https://youtube.com/watch?v=rXFnchMtfto,Nah.. she tweakin,,,,,,,,,,,,,,
IM TRAPPED IN A LAUNDRY WITH A SERIAL KILLER • Bloodwash,1,https://youtube.com/watch?v=Tc-F-OL5X5o,IM TRAPPED IN A LAUNDRY WITH A SERIAL KILLER • Bloodwash,,,,,,,,,,,,,,
Im being stalked by a KIDNAPPER,1,https://youtube.com/watch?v=ozyuAVw4So0,Im being stalked by a KIDNAPPER,,,,,,,,,,,,,,
THE RIVERSIDE INCIDENT,1,https://youtube.com/watch?v=edOEjtG7-P4,THE RIVERSIDE INCIDENT.,,,,,,,,,,,,,,
This zombie survival game is actually FREE,1,https://youtube.com/watch?v=2BTE1ATUwEs,This zombie survival game is actually FREE..,,,,,,,,,,,,,,
THE DEVIL LIVES HERE,1,https://youtube.com/watch?v=zItdZNyczC0,THE DEVIL LIVES HERE..,,,,,,,,,,,,,,
The most uncomfortable horror experience,1,https://youtube.com/watch?v=yPA3ezcuH6s,The most uncomfortable horror experience.,,,,,,,,,,,,,,
Working the nightshift at a haunted SECURITY BOOTH,1,https://youtube.com/watch?v=f2ig09OqhLY,Working the nightshift at a haunted SECURITY BOOTH,,,,,,,,,,,,,,
This game was banned from the internet,1,https://youtube.com/watch?v=kWAi-d2k5kM,This game was banned from the internet..,,,,,,,,,,,,,,
House of Ashes is SO GOOD,1,https://youtube.com/watch?v=WtrIEgZH_g0,House of Ashes is SO GOOD..,,,,,,,,,,,,,,
HORROR REALISM,1,https://youtube.com/watch?v=4xLbKYfp7jM,HORROR REALISM..,,,,,,,,,,,,,,
THEY PAID ME $500 TO ENTER THIS INSANE ASYLUM,1,https://youtube.com/watch?v=Yq65cF5nVZI,THEY PAID ME $500 TO ENTER THIS INSANE ASYLUM..,,,,,,,,,,,,,,
Error 54,1,https://youtube.com/watch?v=kvGzq-8zQnQ,Error 54,,,,,,,,,,,,,,
KING OF JUMPSCARES,1,https://youtube.com/watch?v=NrycAv07AC0,KING OF JUMPSCARES,,,,,,,,,,,,,,
WHY DID YOU GUYS TELL ME TO PLAY THIS GAME,1,https://youtube.com/watch?v=n80vxAXHEro,WHY DID YOU GUYS TELL ME TO PLAY THIS GAME!!!,,,,,,,,,,,,,,
PLEASE DONT TURN AROUND,1,https://youtube.com/watch?v=NMZhPVG0xB4,PLEASE DONT TURN AROUND.,,,,,,,,,,,,,,
Photorealistic horror,1,https://youtube.com/watch?v=Nk3e4hyRcHI,Photorealistic horror,,,,,,,,,,,,,,
WHATS INSIDE THE BASEMENT,1,https://youtube.com/watch?v=GFQZuwmN_XU,WHATS INSIDE THE BASEMENT | Besöket,,,,,,,,,,,,,,
SHE WONT LET ME LEAVE,1,https://youtube.com/watch?v=j_XjmawYp_I,SHE WONT LET ME LEAVE..,,,,,,,,,,,,,,
I DONT WANT TO WORK HERE ANYMORE,1,https://youtube.com/watch?v=7P7RCP8NlZw,I DONT WANT TO WORK HERE ANYMORE.,,,,,,,,,,,,,,
Going into a haunted mineshaft but now I cant get out,1,https://youtube.com/watch?v=_0uF5pkw83Y,Going into a haunted mineshaft but now I cant get out..,,,,,,,,,,,,,,
Never working The Night Shift again,1,https://youtube.com/watch?v=dF7Eo06QD54,Never working The Night Shift again..,,,,,,,,,,,,,,
This Ending Just Melted My Brain,1,https://youtube.com/watch?v=qjdkZ3y98rs,This Ending Just Melted My Brain | Soma - Part 4 (ENDING),,,,,,,,,,,,,,
The House in the Woods,1,https://youtube.com/watch?v=poDNi0YRwzQ,The House in the Woods..,,,,,,,,,,,,,,
Never go to the park alone at night,1,https://youtube.com/watch?v=_OjYJ3mHPsQ,Never go to the park alone at night..,,,,,,,,,,,,,,
I bought a new house BUT SHE LIVES HERE,1,https://youtube.com/watch?v=2Qy_CibjD68,I bought a new house BUT SHE LIVES HERE,,,,,,,,,,,,,,
This All Makes Sense Now,1,https://youtube.com/watch?v=WQFa61hoJJ8,This All Makes Sense Now.. | Soma - Part 3,,,,,,,,,,,,,,
i quit,1,https://youtube.com/watch?v=mMGpRokuMU0,i quit.,https://store.steampowered.com/app/2255970,2255970,$14.99,"Adventure, Casual, RPG","Single-player, Family Sharing",地蔵サバイバルナイト,Hanabi Games,Indie,Playable,"Jun 9, 2023",No reviews,,"Demon King Nacht's castle has been attacked! In order to find out who was behind the attack, Nacht used her ability to go back in time. After one investigation, Nahat found that things were not simple",Windows
"Be Quiet, Dont Look At It",1,https://youtube.com/watch?v=gJj-tgXgq7A,"Be Quiet, Dont Look At It | Soma - Part 2",,,,,,,,,,,,,,
an alien abduction horror game,1,https://youtube.com/watch?v=EnNvF53s5bg,an alien abduction horror game..,,,,,,,,,,,,,,
my first time playing SIREN HEAD,1,https://youtube.com/watch?v=vuRfcVu25Ps,my first time playing SIREN HEAD,,,,,,,,,,,,,,
NEW BACK 4 BLOOD CAMPAIGN GAMEPLAY,1,https://youtube.com/watch?v=hWWeN-5uORY,NEW BACK 4 BLOOD CAMPAIGN GAMEPLAY,,,,,,,,,,,,,,
the scariest 10 minutes,1,https://youtube.com/watch?v=xC4dBMTURII,the scariest 10 minutes..,,,,,,,,,,,,,,
Soma: 6 YEARS LATER,1,https://youtube.com/watch?v=je6azAd9qUU,Soma: 6 YEARS LATER..,,,,,,,,,,,,,,
I PAID $2 for this horror game,1,https://youtube.com/watch?v=BpDwYS4fcd0,I PAID $2 for this horror game..,,,,,,,,,,,,,,
IM SORRY.. but i cant keep doing this,1,https://youtube.com/watch?v=u_GQQG5YVhc,IM SORRY.. but i cant keep doing this,,,,,,,,,,,,,,
HE LOCKED ME IN HIS BASEMENT,1,https://youtube.com/watch?v=JV-mwUFOWII,HE LOCKED ME IN HIS BASEMENT..,,,,,,,,,,,,,,
Dead Space 2: 10 YEARS LATER,1,https://youtube.com/watch?v=2N_WM9BwKn4,Dead Space 2: 10 YEARS LATER..,,,,,,,,,,,,,,
PARANORMAL ACTIVITY CAUGHT ON CAMERA,1,https://youtube.com/watch?v=rZ3aLYGd2Eo,PARANORMAL ACTIVITY CAUGHT ON CAMERA | Summer of 58,,,,,,,,,,,,,,
THIS GAME RUINED ME,1,https://youtube.com/watch?v=YUN5WV5lbZQ,THIS GAME RUINED ME | The Convenience Store,,,,,,,,,,,,,,
DEAD SPACE REMAKE,1,https://youtube.com/watch?v=ykndrD2W-U0,DEAD SPACE REMAKE..,,,,,,,,,,,,,,
The New Japanese Psycohological Horror Game,1,https://youtube.com/watch?v=zjVbTzbwexQ,The New Japanese Psycohological Horror Game..,,,,,,,,,,,,,,
A HOME INVASION HORROR GAME,1,https://youtube.com/watch?v=IcjVi34Cjys,A HOME INVASION HORROR GAME.. | Fears to Fathom - Episode 1,,,,,,,,,,,,,,
New Dying Light 2,1,https://youtube.com/watch?v=g8tIXxyHpS8,New Dying Light 2 Gameplay LOOKS TERRIFYING..,,,,,,,,,,,,,,
DYING LIGHT 2 NEW GAMEPLAY,1,https://youtube.com/watch?v=SghY-XsuOZU,DYING LIGHT 2 NEW GAMEPLAY..,,,,,,,,,,,,,,
The Last Of Us 2: Enhanced,1,https://youtube.com/watch?v=9Wyw8C5ScoE,The Last Of Us 2: Enhanced - 60 FPS GAMEPLAY (PS5),,,,,,,,,,,,,,
Dead Space: 13 YEARS LATER,1,https://youtube.com/watch?v=AOl0pz9hQng,Dead Space: 13 YEARS LATER..,,,,,,,,,,,,,,
Returnal,1,https://youtube.com/watch?v=Z4luAGA_l9k,Returnal - Part 7 - THE ASTRONAUT (Creepy),https://store.steampowered.com/app/1649240,1649240,$59.99,Action,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Save Anytime, Stereo Sound, Subtitle Options, Surround Sound, Steam Cloud, Family Sharing","Housemarque, Climax Studios",PlayStation Publishing LLC,AAA,Unsupported,"Feb 15, 2023","5,862 reviews",,BREAK THE CYCLE Fight to survive as this award-winning third-person shooter brings Selene’s story to PC. Take on roguelike challenges. Engage enemies in bullet hell-fuelled clashes. Share your journey,Windows
THE LAST SURVIVOR,1,https://youtube.com/watch?v=9yQNjmmSwTs,THE LAST SURVIVOR..,https://store.steampowered.com/app/4498860,4498860,$1.99,"RPG, Strategy","Single-player, Mouse Only Option, Playable without Timed Input, Family Sharing",HeFei Potato,HeFei Potato,Indie,Unknown,"Mar 31, 2026",No reviews,,"The Last Survivor is a serious, narrative-driven visual novel set in a sudden zombie apocalypse. You play as an ordinary high school student forced to make difficult decisions as the world collapses. ",Windows
THIS GAME REALLY JUST ENDED LIKE THIS,1,https://youtube.com/watch?v=XWUTqu47sds,THIS GAME REALLY JUST ENDED LIKE THIS - Alien Isolation - Part 10,,,,,,,,,,,,,,
THE ESCAPE,1,https://youtube.com/watch?v=ieaiqmeALTk,THE ESCAPE - Alien Isolation - Part 9,https://store.steampowered.com/app/733430,733430,$6.99,"Indie, Strategy, Early Access","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Stats, Family Sharing",The Escape Team,The Escape Team,AAA,Unknown,"Dec 29, 2017",No reviews,,The Escape is a challenging online co-op strategy game for up to 4-players.,Windows
THE ALIEN NEST,1,https://youtube.com/watch?v=oz7qqf_QoYM,THE ALIEN NEST - Alien Isolation - Part 8,,,,,,,,,,,,,,
EVERYONE IS DEAD,1,https://youtube.com/watch?v=L5nfLvRyliw,EVERYONE IS DEAD - Alien Isolation - Part 7,,,,,,,,,,,,,,
THIS FLAMETHROWER CHANGES  EVERYTHING,1,https://youtube.com/watch?v=S-xHQM_SASY,THIS FLAMETHROWER CHANGES  EVERYTHING - Alien Isolation - Part 6,,,,,,,,,,,,,,
WELCOME TO PLANET ALCHERON,1,https://youtube.com/watch?v=W6ceYKk_imE,WELCOME TO PLANET ALCHERON - Alien Isolation - Part 5,,,,,,,,,,,,,,
I DONT WANT TO PLAY THIS ANYMORE,1,https://youtube.com/watch?v=3qrJUH9OXik,I DONT WANT TO PLAY THIS ANYMORE - Alien Isolation - Part 4,,,,,,,,,,,,,,
HUMAN KILLING ANDROIDS,1,https://youtube.com/watch?v=QipzJChPt6k,HUMAN KILLING ANDROIDS - Alien Isolation - Part 3,,,,,,,,,,,,,,
OKAY..HE'S ACTUALLY TERRIFYING,1,https://youtube.com/watch?v=_GqC6TMv5Oc,OKAY..HE'S ACTUALLY TERRIFYING! - Alien Isolation - Part 2,,,,,,,,,,,,,,
NEW RESIDENT EVIL 8: VILLAGE GAMEPLAY (PS5),1,https://youtube.com/watch?v=xxw2ZGcmetg,NEW RESIDENT EVIL 8: VILLAGE GAMEPLAY (PS5),,,,,,,,,,,,,,
ITS TIME,1,https://youtube.com/watch?v=6ho8OhzLfVw,ITS TIME.. - Alien Isolation - Part 1,https://store.steampowered.com/app/3545880,3545880,$2.99,"Action, Adventure, Indie","Single-player, Family Sharing",Kruix,Kruix Games,Indie,Playable,"Feb 1, 2026",No reviews,,"Its Time To Meet God is an interdimensional ray casting shooter, built from the ground up in Game Maker Studio. Fight and loot your way through interdimensional realms created by demi Gods, eldritch h",Windows
WHAT AN INCREDIBLE ENDING,1,https://youtube.com/watch?v=b_Oe0wqyF-0,WHAT AN INCREDIBLE ENDING! -  Resident Evil 7 - Part 7,,,,,,,,,,,,,,
THE DAY BEFORE,1,https://youtube.com/watch?v=AsTEabaq4Wo,THE DAY BEFORE - New Gameplay Looks Amazing..,https://store.steampowered.com/app/2234690,2234690,$8.99,"Adventure, Indie","Single-player, Steam Achievements, Family Sharing",Aequalis Studio,"Aequalis Studio, Antelus Games",Indie,Unknown,"Jan 5, 2024",No reviews,,"An adventure shattering stereotypes, a psychological experiment forcing a struggle within oneself. The tale of a girl with magical abilities who loses her beloved. Will she have a chance to turn back ",Windows
EVELINE'S CURSE 😲,1,https://youtube.com/watch?v=QmycdDMH5sY,EVELINE'S CURSE 😲 -  Resident Evil 7 - Part 6,,,,,,,,,,,,,,
THE PLOT THICKENS,1,https://youtube.com/watch?v=bJls4hUy77Y,THE PLOT THICKENS -  Resident Evil 7 - Part 5,,,,,,,,,,,,,,
HAPPY BIRTHDAY,1,https://youtube.com/watch?v=K_kCVtNbyHs,HAPPY BIRTHDAY - Resident Evil 7 - Part 4,https://store.steampowered.com/app/2847210,2847210,,"Action, Adventure, Casual, Indie, RPG","Single-player, Family Sharing",AURORA STUDIO,AURORA STUDIO,Indie,Unknown,Coming soon,No reviews,,"You will play as a simple and brave little girl, relax at your own pace, interact with the friendly people of Moon Valley, experience adventures through life and death, and finally return to the warmt",Windows
THE SCARIEST GAME OF 2021,1,https://youtube.com/watch?v=y0Chl_C7GZk,THE SCARIEST GAME OF 2021..,,,,,,,,,,,,,,
OH.. SHE NASTY,1,https://youtube.com/watch?v=s0gFi5bm2b4,OH.. SHE NASTY! - Resident Evil 7 - Part 3,,,,,,,,,,,,,,
THIS IS GETTING A LITTLE CRAZY NOW,1,https://youtube.com/watch?v=3kxfp2cTYEU,THIS IS GETTING A LITTLE CRAZY NOW - Resident Evil 7 - Part 2,,,,,,,,,,,,,,
THIS WAS A MISTAKE,1,https://youtube.com/watch?v=3pJBRH1Pl0s,THIS WAS A MISTAKE - Resident Evil 7 - Part 1,,,,,,,,,,,,,,
This game belongs in hell,1,https://youtube.com/watch?v=9v8j-3Od2f4,This game belongs in hell..,,,,,,,,,,,,,,
This was a terrible idea,1,https://youtube.com/watch?v=Vhd6fTfXdfg,This was a terrible idea..,,,,,,,,,,,,,,
Umm.. Mom?,1,https://youtube.com/watch?v=fnr2XOZ_Pfk,Umm.. Mom?,,,,,,,,,,,,,,
Bioshock Remastered,1,https://youtube.com/watch?v=1Y_SYlm4jPQ,Bioshock Remastered | Part 4 - A Theatrical Horror,https://store.steampowered.com/app/8870,8870,$29.99,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing","Irrational Games, Virtual Programming (Linux)",2K,AA,Playable,"Mar 25, 2013","108,292 reviews",94,"Indebted to the wrong people, with his life on the line, veteran of the U.S. Cavalry and now hired gun, Booker DeWitt has only one opportunity to wipe his slate clean. He must rescue Elizabeth, a myst","Windows, Mac, Linux"
YEAH this game is cursed,1,https://youtube.com/watch?v=3VLw5yNk2GQ,YEAH this game is cursed | Find Yourself - Ending,,,,,,,,,,,,,,
I Regret Every Second of This Game,1,https://youtube.com/watch?v=CVPJPqXy3G4,I Regret Every Second of This Game.. | Find Yourself - PART 1,,,,,,,,,,,,,,
Little Nightmares 2 Ending,1,https://youtube.com/watch?v=-OavbKtK9sQ,Little Nightmares 2 Ending - Part 5 - IM IN ABSOLUTE SHOCK..,,,,,,,,,,,,,,
This New Zombie Survival Game Looks AMAZING,1,https://youtube.com/watch?v=Up5P-03YJ9M,This New Zombie Survival Game Looks AMAZING..,,,,,,,,,,,,,,
THE ENDING ILL NEVER FORGET,1,https://youtube.com/watch?v=Y0_YHsXJQI4,THE ENDING ILL NEVER FORGET | Resident Evil 4 - Part 9,,,,,,,,,,,,,,
NEW RESIDENT EVIL VILLAGE GAMEPLAY,1,https://youtube.com/watch?v=Y06xutuqnsA,NEW RESIDENT EVIL VILLAGE GAMEPLAY..,,,,,,,,,,,,,,
SALAZAR BOSS FIGHT,1,https://youtube.com/watch?v=VxWKYW8Lfgc,SALAZAR BOSS FIGHT | Resident Evil 4 - Part 8,,,,,,,,,,,,,,
This Photo Realistic Horror Game RUINED ME,1,https://youtube.com/watch?v=S-_fdpGtV_8,This Photo Realistic Horror Game RUINED ME.. | At Dead of Night,,,,,,,,,,,,,,
THE SACRIFICE,1,https://youtube.com/watch?v=x6wsdo9RERc,THE SACRIFICE | Resident Evil 4 - Part 7,https://store.steampowered.com/app/2571720,2571720,,"Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",Welcome Back Games,Welcome Back Games,Indie,Unknown,Coming soon,No reviews,,"The Sacrifice is a turn-based sokoban puzzle game set in 17th century Salem, where you control two characters simultaneously, Sarah and the Gatekeeper. Guide them through 120 levels filled with clever","Windows, Mac, Linux"
THE SEWER BOSS,1,https://youtube.com/watch?v=7ovRA03uvlw,THE SEWER BOSS | Resident Evil 4 - Part 6,,,,,,,,,,,,,,
Dead Island Ending,1,https://youtube.com/watch?v=7NKKkhteLHw,Dead Island Ending  - Part 8 - ESCAPING THE PRISON,,,,,,,,,,,,,,
Dead Island: 9 YEARS LATER,1,https://youtube.com/watch?v=jOwQkMYrY1g,Dead Island: 9 YEARS LATER..,,,,,,,,,,,,,,
Call of Duty: Black Ops Cold War Campaign,1,https://youtube.com/watch?v=C2cuh5SEKBg,Call of Duty: Black Ops Cold War Campaign - EVIL ENDING IS DISTURBING! (PS5),,,,,,,,,,,,,,
THE SUFFERING FINALLY ENDS,1,https://youtube.com/watch?v=upBGdQQRBqw,THE SUFFERING FINALLY ENDS | Under: Depths of Fear Ending,,,,,,,,,,,,,,
ITS FINALLY HERE,1,https://youtube.com/watch?v=8hF_tXRvX00,ITS FINALLY HERE | Under: Depths of Fear,,,,,,,,,,,,,,
Little Hope Ending,1,https://youtube.com/watch?v=lE8AiXyFS-8,Little Hope Ending - Part 4 - NOBODY EXPECTED THIS.. (OMG),,,,,,,,,,,,,,
ESCAPE,1,https://youtube.com/watch?v=Ko3ibR1w8j8,ESCAPE | Resident Evil 4 - Part 5,https://store.steampowered.com/app/3932890,3932890,$49.99,"Action, Massively Multiplayer, RPG, Simulation","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Camera Comfort, Color Alternatives, Custom Volume Controls, Playable without Timed Input, Stereo Sound, Surround Sound",Battlestate Games,Battlestate Games,AA,Unsupported,"Nov 15, 2025","43,586 reviews",,"Escape from Tarkov is the original extraction FPS where every raid is a gamble with death. Prep your raid, bleed, endure and fight through ruthless PMC players and Scavs, gain tactical advantage and c",Windows
This 15 Minute Horror Game Has Taken My Soul,1,https://youtube.com/watch?v=5DnjVffnV4Y,This 15 Minute Horror Game Has Taken My Soul..,,,,,,,,,,,,,,
Amnesia: Rebirth Ending,1,https://youtube.com/watch?v=CPJhYPpn7mc,Amnesia: Rebirth Ending - Part 3 - THE SHOCKING TRUTH (Good Ending),,,,,,,,,,,,,,
The New Zombie Royale Update is PERFECT,1,https://youtube.com/watch?v=sjFkykgh894,The New Zombie Royale Update is PERFECT..,,,,,,,,,,,,,,
Ghost of Tsushima: Legends DLC,1,https://youtube.com/watch?v=32yvwrcv6kg,Ghost of Tsushima: Legends DLC - Part 2 - DEMON CROWS (New Upgrades),https://store.steampowered.com/app/3929730,3929730,Free,"Action, Adventure, Free To Play","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Downloadable Content, Steam Achievements, Full controller support, Family Sharing","Sucker Punch Productions, Nixxes Software",PlayStation Publishing LLC,AAA,Unknown,"Oct 27, 2025",No reviews,,"Play the cooperative multiplayer experience inspired by Japanese folk tales and mythology.Choose from four classes – Samurai, Hunter, Ronin or Assassin – and play with friends or via online matchmakin",Windows
THE MOST AGGRESSIVE HORROR GAME,1,https://youtube.com/watch?v=HLox7SZG200,THE MOST AGGRESSIVE HORROR GAME - Sign of Silence,,,,,,,,,,,,,,
A HAUNTED SHIP HORROR GAME,1,https://youtube.com/watch?v=IRGVssMsfp0,A HAUNTED SHIP HORROR GAME - Under,,,,,,,,,,,,,,
Heavy Rain,1,https://youtube.com/watch?v=ILmMBuZKeWs,Heavy Rain - Part 5 - CAPTURED BY CREEPY OLD MAN,https://store.steampowered.com/app/960910,960910,$19.99,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",Quantic Dream,Quantic Dream,AAA,Verified,"Jun 18, 2020","23,034 reviews",75,"Experience a gripping psychological thriller filled with innumerable twists and turns. The hunt is on for a murderer known only as the Origami Killer. Four characters, each following their own leads, ",Windows
HUNTING A GHOST,1,https://youtube.com/watch?v=rJ-a9N2CVX4,HUNTING A GHOST! - Phasmophbia (Horrifying),,,,,,,,,,,,,,
The Black Ops Cold War Zombies Reveal Looks INCREDIBLE,1,https://youtube.com/watch?v=0ULhboeICMI,The Black Ops Cold War Zombies Reveal Looks INCREDIBLE..,,,,,,,,,,,,,,
Working overnight at a morgue,1,https://youtube.com/watch?v=Fa5zqGJzJRw,Working overnight at a morgue..,,,,,,,,,,,,,,
I tried this psychological horror game,1,https://youtube.com/watch?v=KSWCCHT0rOA,I tried this psychological horror game..,,,,,,,,,,,,,,
ZOMBIE WOLVERINE BOSS,1,https://youtube.com/watch?v=ZauGZSBLZFs,ZOMBIE WOLVERINE BOSS | Resident Evil 4 - Part 4,,,,,,,,,,,,,,
SUMMONING CTHULHU in a Lovecraftian Horror Game,1,https://youtube.com/watch?v=P2C7KZJc54E,SUMMONING CTHULHU in a Lovecraftian Horror Game | The Shore,,,,,,,,,,,,,,
IM GOING TO CRY,1,https://youtube.com/watch?v=GBbS8zCX69Q,IM GOING TO CRY - Crash Bandicoot 4: Its About Time,,,,,,,,,,,,,,
BABYSITTING A DEMON BABY,1,https://youtube.com/watch?v=FX6WUlqQiCs,BABYSITTING A DEMON BABY! - The Baby in Yellow,,,,,,,,,,,,,,
THIS BOSS GAVE ME NIGHTMARES,1,https://youtube.com/watch?v=6Sc8fy1TwV8,THIS BOSS GAVE ME NIGHTMARES! | Resident Evil 4 - Part 3,,,,,,,,,,,,,,
SCARIEST GAME OF 2020,1,https://youtube.com/watch?v=YIuKY9OSZIc,SCARIEST GAME OF 2020..,,,,,,,,,,,,,,
EL GIGANTE BOSS 😱,1,https://youtube.com/watch?v=91jt1DeqcmE,EL GIGANTE BOSS 😱 | Resident Evil 4 - Part 2,,,,,,,,,,,,,,
Resident Evil 4: 15 YEARS LATER,1,https://youtube.com/watch?v=tJ4RECOqUX4,Resident Evil 4: 15 YEARS LATER..,,,,,,,,,,,,,,
THE GUY EVERYONE IS TERRIFIED OF,1,https://youtube.com/watch?v=Wf_ISmeAkNc,THE GUY EVERYONE IS TERRIFIED OF - Outlast: Whistleblower Ending - Part 2,,,,,,,,,,,,,,
THE OUTBREAK BEGINS,1,https://youtube.com/watch?v=xql_SijvwqM,THE OUTBREAK BEGINS - Outlast: Whistleblower - Part 1,,,,,,,,,,,,,,
Outlast Ending,1,https://youtube.com/watch?v=Zg_L0IOStjo,Outlast Ending - Part 4 - THIS ENDING BROKE ME,,,,,,,,,,,,,,
The New Ultra Realistic Horror Game,1,https://youtube.com/watch?v=KLHvYXhT0fA,The New Ultra Realistic Horror Game..,,,,,,,,,,,,,,
IM NEVER TOUCHING THIS GAME AGAIN,1,https://youtube.com/watch?v=cMxvraQG2o8,IM NEVER TOUCHING THIS GAME AGAIN.. - House on the Hill - Part 2 (ENDING),,,,,,,,,,,,,,
ROBBING A HOUSE BUT IT WAS HAUNTED,1,https://youtube.com/watch?v=HJy6XuRroh8,ROBBING A HOUSE BUT IT WAS HAUNTED - House on The Hill - Part 1,,,,,,,,,,,,,,
